          area       scp  index                  dt     i     o  idiff  odiff     idiff_ph   odiff_ph        iz        oz     cumiz     cumoz
29157549  N325A  00-06-00   5919 2017-06-12 00:00:00  5275789  1362119    0.0    0.0     0.000000   0.000000  0.018817  0.011709  0.001829  0.001967
29157550  N325A  00-06-00   5920 2017-06-12 04:00:00  5275789  1362119    0.0    0.0     0.000000   0.000000  0.018817  0.011709  0.001829  0.001967
29157551  N325A  00-06-00   5921 2017-06-12 08:00:00  5276294  1362155  505.0   36.0   126.250000   9.000000  0.003400  0.010520  0.001700  0.001956
29157552  N325A  00-06-00   5922 2017-06-12 09:00:20  5276790  1362165  496.0   10.0   493.259669   9.944751  0.041417  0.010395  0.001324  0.001955
29157553  N325A  00-06-00   5923 2017-06-12 09:00:22  5276793  1362165    3.0    0.0  5400.000000   0.000000  0.640593  0.011709  0.003693  0.001967
29157554  N325A  00-06-00   5924 2017-06-12 09:01:42  5276795  1362166    2.0    1.0    90.000000  45.000000  0.007827  0.005764  0.001737  0.001910
29157555  N325A  00-06-00   5925 2017-06-12 09:03:04  5276803  1362166    8.0    0.0   351.219512   0.000000  0.024072  0.011709  0.001470  0.001967
29157556  N325A  00-06-00   5926 2017-06-12 09:04:25  5276809  1362166    6.0    0.0   266.666667   0.000000  0.013747  0.011709  0.001556  0.001967
29157557  N325A  00-06-00   5927 2017-06-12 09:05:46  5276814  1362166    5.0    0.0   222.222222   0.000000  0.008320  0.011709  0.001602  0.001967



          area       scp  index                  dt        i        o  idiff  odiff      idiff_ph   odiff_ph          iz        oz     cumiz     cumoz
64568963  R525  02-00-02   3618 2016-06-14 07:55:55  6423789  2896790  234.0   56.0     59.512540  14.242317    0.030201  0.876268  0.001768  0.001949
64568964  R525  02-00-02   3619 2016-06-14 07:57:15  6423790  2896791    1.0    1.0     45.000000  45.000000    0.180672  0.556957  0.001783  0.001910
64568965  R525  02-00-02   3620 2016-06-14 07:58:35  6423791  2896791    1.0    0.0     45.000000   0.000000    0.180672  1.539922  0.001783  0.001967
64568966  R525  02-00-02   3621 2016-06-14 07:59:59  6423794  2896792    3.0    1.0    128.571429  42.857143    0.685823  0.457106  0.001697  0.001913
64568967  R525  02-00-02   3622 2016-06-14 08:00:00  6423797  2896792    3.0    0.0  10800.000000   0.000000  111.330523  1.539922  0.009215  0.001967
64568968  R525  02-00-02   3623 2016-06-14 08:01:25  6423797  2896792    0.0    0.0      0.000000   0.000000    0.647246  1.539922  0.001829  0.001967
64568969  R525  02-00-02   3624 2016-06-14 08:02:45  6423800  2896794    3.0    2.0    135.000000  90.000000    0.752477  2.653836  0.001691  0.001853
64568970  R525  02-00-02   3625 2016-06-14 08:04:05  6423805  2896794    5.0    0.0    225.000000   0.000000    1.685625  1.539922  0.001599  0.001967
64568971  R525  02-00-02   3626 2016-06-14 12:00:00  6424209  2896963  404.0  169.0    102.748146  42.981279    0.418079  0.462890  0.001724  0.001913



          area       scp  index                  dt        i         o  idiff   odiff     idiff_ph     odiff_ph          iz         oz     cumiz     cumoz
49371884  R169  01-03-00   8811 2018-10-08 21:00:00  3553891  18161960  183.0  1792.0    45.750000   448.000000    0.129195   1.320580  0.001782  0.001398
49371885  R169  01-03-00   8812 2018-10-09 01:00:00  3553982  18162654   91.0   694.0    22.750000   173.500000    0.309943   0.241867  0.001806  0.001747
49371886  R169  01-03-00   8813 2018-10-09 05:00:00  3553996  18162729   14.0    75.0     3.500000    18.750000    0.677483   1.122701  0.001825  0.001944
49371887  R169  01-03-00   8814 2018-10-09 08:59:58  3554232  18163708  236.0   979.0    59.008196   244.783998    0.382334   0.163879  0.001769  0.001656
49371888  R169  01-03-00   8815 2018-10-09 09:00:00  3554235  18163713    3.0     5.0  5400.000000  9000.000000  102.357793  49.998372  0.003693  0.009465
49371889  R169  01-03-00   8816 2018-10-09 10:37:28  3554340  18164156  105.0   443.0    64.637483   272.708618    0.489814   0.322826  0.001763  0.001621
49371890  R169  01-03-00   8817 2018-10-09 10:48:03  3554347  18164192    7.0    36.0    39.685039   204.094488    0.013397   0.067724  0.001788  0.001708
49371891  R169  01-03-00   8818 2018-10-09 13:00:00  3554458  18164760  111.0   568.0    50.473664   258.279651    0.219384   0.240696  0.001777  0.001639
49371892  R169  01-03-00   8819 2018-10-09 17:00:00  3554723  18166098  265.0  1338.0    66.250000   334.500000    0.520601   0.674541  0.001761  0.001542



          area       scp  index                  dt        i        o  idiff  odiff      idiff_ph   odiff_ph          iz        oz     cumiz     cumoz
25712333  N209  00-00-01   9559 2019-02-18 20:00:00  6847309  4473879  106.0  268.0     26.500000  67.000000    0.045461  3.052827  0.001802  0.001882
25712334  N209  00-00-01   9560 2019-02-19 00:00:00  6847342  4474008   33.0  129.0      8.250000  32.250000    0.243539  0.824787  0.001820  0.001926
25712335  N209  00-00-01   9561 2019-02-19 04:00:00  6847345  4474040    3.0   32.0      0.750000   8.000000    0.324941  0.730032  0.001828  0.001957
25712336  N209  00-00-01   9562 2019-02-19 07:59:59  6847555  4474070  210.0   30.0     52.503646   7.500521    0.236771  0.762057  0.001775  0.001958
25712337  N209  00-00-01   9563 2019-02-19 08:00:00  6847558  4474070    3.0    0.0  10800.000000   0.000000  116.885541  1.242962  0.009215  0.001967
25712338  N209  00-00-01   9564 2019-02-19 12:00:00  6847827  4474176  269.0  106.0     67.250000  26.500000    0.396822  0.456119  0.001760  0.001934
25712339  N209  00-00-01   9565 2019-02-19 16:00:00  6847999  4474327  172.0  151.0     43.000000  37.750000    0.133623  1.177426  0.001785  0.001919
25712340  N209  00-00-01   9566 2019-02-19 20:00:00  6848144  4474586  145.0  259.0     36.250000  64.750000    0.060361  2.908565  0.001792  0.001885
25712341  N209  00-00-01   9567 2019-02-20 00:00:00  6848165  4474641   21.0   55.0      5.250000  13.750000    0.276100  0.361364  0.001823  0.001950



         area       scp  index                  dt        i        o  idiff  odiff     idiff_ph   odiff_ph         iz        oz     cumiz     cumoz
8770489  D002  00-03-01   5561 2017-04-19 01:00:00  4445719  2708209  117.0  117.0    29.250000  29.250000   0.175237  0.020004  0.001799  0.001930
8770490  D002  00-03-01   5562 2017-04-19 05:00:00  4445751  2708212   32.0    3.0     8.000000   0.750000   0.229044  0.036224  0.001821  0.001966
8770491  D002  00-03-01   5563 2017-04-19 09:00:00  4446581  2708269  830.0   57.0   207.500000  14.250000   0.276110  0.028541  0.001617  0.001949
8770492  D002  00-03-01   5564 2017-04-19 12:59:58  4447182  2708353  601.0   84.0   150.270871  21.002917   0.131200  0.024697  0.001675  0.001941
8770493  D002  00-03-01   5565 2017-04-19 13:00:00  4447186  2708353    4.0    0.0  7200.000000   0.000000  17.981795  0.036651  0.005534  0.001967
8770494  D002  00-03-01   5566 2017-04-19 17:00:00  4447774  2708514  588.0  161.0   147.000000  40.250000   0.122918  0.013743  0.001679  0.001916
8770495  D002  00-03-01   5567 2017-04-19 21:00:00  4448362  2708811  588.0  297.0   147.000000  74.250000   0.122918  0.005607  0.001679  0.001873
8770496  D002  00-03-01   5568 2017-04-20 01:00:00  4448468  2708933  106.0  122.0    26.500000  30.500000   0.182200  0.019292  0.001802  0.001929
8770497  D002  00-03-01   5569 2017-04-20 05:00:00  4448490  2708936   22.0    3.0     5.500000   0.750000   0.235374  0.036224  0.001823  0.001966



         area       scp  index                  dt       i       o  idiff  odiff     idiff_ph     odiff_ph        iz        oz     cumiz     cumoz
4879772  B012  00-00-00   1485 2015-06-14 20:00:00  469313  517200  284.0  383.0    71.000000    95.750000  0.008163  0.008103  0.001756  0.001846
4879773  B012  00-00-00   1486 2015-06-15 00:00:00  469452  517425  139.0  225.0    34.750000    56.250000  0.008196  0.008177  0.001793  0.001896
4879774  B012  00-00-00   1487 2015-06-15 04:00:00  469484  517486   32.0   61.0     8.000000    15.250000  0.008222  0.008253  0.001821  0.001948
4879775  B012  00-00-00   1488 2015-06-15 07:59:58  469781  517627  297.0  141.0    74.260314    35.254897  0.008159  0.008216  0.001753  0.001923
4879776  B012  00-00-00   1489 2015-06-15 08:00:00  469785  517628    4.0    1.0  7200.000000  1800.000000  0.001482  0.004921  0.005534  0.000319
4879777  B012  00-00-00   1490 2015-06-15 12:00:00  470327  517900  542.0  272.0   135.500000    68.000000  0.008102  0.008155  0.001690  0.001881
4879778  B012  00-00-00   1491 2015-06-15 16:00:00  470637  518290  310.0  390.0    77.500000    97.500000  0.008156  0.008100  0.001750  0.001844
4879779  B012  00-00-00   1492 2015-06-15 20:00:00  470915  518818  278.0  528.0    69.500000   132.000000  0.008164  0.008035  0.001758  0.001800
4879780  B012  00-00-00   1493 2015-06-16 00:00:00  471026  519082  111.0  264.0    27.750000    66.000000  0.008203  0.008159  0.001800  0.001884



         area       scp  index                  dt       i       o  idiff  odiff     idiff_ph   odiff_ph        iz        oz     cumiz     cumoz
8755544  D002  00-03-00   5563 2017-04-19 01:00:00  666872  274206   81.0   89.0    20.250000  22.250000  0.010259  0.009972  0.001808  0.001939
8755545  D002  00-03-00   5564 2017-04-19 05:00:00  666893  274209   21.0    3.0     5.250000   0.750000  0.010778  0.010678  0.001823  0.001966
8755546  D002  00-03-00   5565 2017-04-19 09:00:00  667658  274344  765.0  135.0   191.250000  33.750000  0.004351  0.009595  0.001633  0.001925
8755547  D002  00-03-00   5566 2017-04-19 12:59:58  668240  274491  582.0  147.0   145.520211  36.755105  0.005931  0.009496  0.001680  0.001921
8755548  D002  00-03-00   5567 2017-04-19 13:00:00  668244  274491    4.0    0.0  7200.000000   0.000000  0.237804  0.010703  0.005534  0.001967
8755549  D002  00-03-00   5568 2017-04-19 17:00:00  668702  274748  458.0  257.0   114.500000  64.250000  0.007003  0.008593  0.001712  0.001886
8755550  D002  00-03-00   5569 2017-04-19 21:00:00  669084  275032  382.0  284.0    95.500000  71.000000  0.007659  0.008371  0.001731  0.001877
8755551  D002  00-03-00   5570 2017-04-20 01:00:00  669159  275153   75.0  121.0    18.750000  30.250000  0.010311  0.009709  0.001810  0.001929
8755552  D002  00-03-00   5571 2017-04-20 05:00:00  669172  275160   13.0    7.0     3.250000   1.750000  0.010847  0.010645  0.001826  0.001965



          area       scp  index                  dt         i        o   idiff  odiff     idiff_ph   odiff_ph        iz        oz     cumiz     cumoz
66826927  R602  00-06-01   4162 2016-08-31 20:00:00  18106054  2011208  2073.0   33.0   518.250000   8.250000  0.007523  0.008006  0.001299  0.001957
66826928  R602  00-06-01   4163 2016-09-01 00:00:00  18106777  2011231   723.0   23.0   180.750000   5.750000  0.009187  0.008602  0.001644  0.001960
66826929  R602  00-06-01   4164 2016-09-01 04:00:00  18106845  2011237    68.0    6.0    17.000000   1.500000  0.009995  0.009614  0.001811  0.001965
66826930  R602  00-06-01   4165 2016-09-01 07:59:58  18107076  2011266   231.0   29.0    57.758022   7.251007  0.009794  0.008244  0.001770  0.001958
66826931  R602  00-06-01   4166 2016-09-01 08:00:00  18107080  2011266     4.0    0.0  7200.000000   0.000000  0.025424  0.009971  0.005534  0.001967
66826932  R602  00-06-01   4167 2016-09-01 12:00:00  18108170  2011335  1090.0   69.0   272.500000  17.250000  0.008735  0.005863  0.001550  0.001945
66826933  R602  00-06-01   4168 2016-09-01 16:00:00  18109545  2011368  1375.0   33.0   343.750000   8.250000  0.008383  0.008006  0.001477  0.001957
66826934  R602  00-06-01   4169 2016-09-01 20:00:00  18111448  2011402  1903.0   34.0   475.750000   8.500000  0.007732  0.007947  0.001342  0.001957
66826935  R602  00-06-01   4170 2016-09-02 00:00:00  18112163  2011420   715.0   18.0   178.750000   4.500000  0.009197  0.008899  0.001646  0.001962



          area       scp  index                  dt         i         o  idiff  odiff     idiff_ph    odiff_ph        iz        oz     cumiz     cumoz
65906983  R533  00-00-05  10246 2019-05-13 20:00:00  10246080  14282572  301.0  908.0    75.250000  227.000000  0.004758  0.006772  0.001752  0.001679
65906984  R533  00-00-05  10247 2019-05-14 00:00:00  10246198  14282869  118.0  297.0    29.500000   74.250000  0.011501  0.008299  0.001799  0.001873
65906985  R533  00-00-05  10248 2019-05-14 04:00:00  10246213  14282919   15.0   50.0     3.750000   12.500000  0.015296  0.014392  0.001825  0.001952
65906986  R533  00-00-05  10249 2019-05-14 07:59:57  10246520  14283168  307.0  249.0    76.765993   62.262971  0.004535  0.009482  0.001750  0.001888
65906987  R533  00-00-05  10250 2019-05-14 08:00:00  10246524  14283168    4.0    0.0  4800.000000    0.000000  0.691617  0.015625  0.003079  0.001967
65906988  R533  00-00-05  10251 2019-05-14 12:00:00  10246954  14283573  430.0  405.0   107.500000  101.250000  0.000005  0.005635  0.001719  0.001839
65906989  R533  00-00-05  10252 2019-05-14 16:00:00  10247293  14283988  339.0  415.0    84.750000  103.750000  0.003358  0.005389  0.001742  0.001836
65906990  R533  00-00-05  10253 2019-05-14 20:00:00  10247663  14284928  370.0  940.0    92.500000  235.000000  0.002216  0.007562  0.001734  0.001669
65906991  R533  00-00-05  10254 2019-05-15 00:00:00  10247808  14285245  145.0  317.0    36.250000   79.250000  0.010506  0.007806  0.001792  0.001867



          area       scp  index                  dt       i       o  idiff  odiff     idiff_ph   odiff_ph         iz        oz     cumiz     cumoz
69958340  R729  00-00-00   5062 2017-02-09 20:00:00  762627  221184   40.0   89.0    10.000000  22.250000   0.310020  1.562778  0.001819  0.001939
69958341  R729  00-00-00   5063 2017-02-10 00:00:00  762650  221213   23.0   29.0     5.750000   7.250000   0.394585  0.279633  0.001823  0.001958
69958342  R729  00-00-00   5064 2017-02-10 04:00:00  762655  221224    5.0   11.0     1.250000   2.750000   0.484124  0.832356  0.001828  0.001964
69958343  R729  00-00-00   5065 2017-02-10 07:59:57  763052  221240  397.0   16.0    99.270681   4.000834   1.466257  0.678720  0.001727  0.001962
69958344  R729  00-00-00   5066 2017-02-10 08:00:00  763056  221240    4.0    0.0  4800.000000   0.000000  94.999703  1.170132  0.003079  0.001967
69958345  R729  00-00-00   5067 2017-02-10 12:00:00  763261  221293  205.0   53.0    51.250000  13.250000   0.510758  0.457332  0.001776  0.001951
69958346  R729  00-00-00   5068 2017-02-10 16:00:00  763534  221361  273.0   68.0    68.250000  17.000000   0.849018  0.917934  0.001759  0.001946
69958347  R729  00-00-00   5069 2017-02-10 20:00:00  763675  221474  141.0  113.0    35.250000  28.250000   0.192396  2.299742  0.001793  0.001931
69958348  R729  00-00-00   5070 2017-02-11 00:00:00  763731  221557   56.0   83.0    14.000000  20.750000   0.230429  1.378537  0.001815  0.001941



          area       scp  index                  dt        i        o  idiff  odiff     idiff_ph    odiff_ph         iz        oz     cumiz     cumoz
53924249  R232  02-00-01   5849 2017-06-08 21:00:00  7308846  5562233  401.0  123.0   100.250000   30.750000   1.268725  0.235390  0.001726  0.001928
53924250  R232  02-00-01   5850 2017-06-09 01:00:00  7308926  5562258   80.0   25.0    20.000000    6.250000   0.283720  0.598351  0.001808  0.001959
53924251  R232  02-00-01   5851 2017-06-09 05:00:00  7308926  5562258    0.0    0.0     0.000000    0.000000   0.670623  0.811040  0.001829  0.001967
53924252  R232  02-00-01   5852 2017-06-09 08:59:57  7309146  5562564  220.0  306.0    55.011461   76.515941   0.393580  1.792815  0.001773  0.001870
53924253  R232  02-00-01   5853 2017-06-09 09:00:00  7309150  5562564    4.0    0.0  4800.000000    0.000000  92.185945  0.811040  0.003079  0.001967
53924254  R232  02-00-01   5854 2017-06-09 09:56:10  7309252  5562697  102.0  133.0   108.961424  142.077151   1.437249  4.023878  0.001717  0.001787
53924255  R232  02-00-01   5855 2017-06-09 13:00:00  7309439  5562821  187.0  124.0    61.033545   40.471442   0.510078  0.566213  0.001766  0.001916
53924256  R232  02-00-01   5856 2017-06-09 17:00:00  7309727  5562942  288.0  121.0    72.000000   30.250000   0.722226  0.218375  0.001755  0.001929
53924257  R232  02-00-01   5857 2017-06-09 21:00:00  7310052  5563038  325.0   96.0    81.250000   24.000000   0.901168  0.005686  0.001746  0.001937



          area       scp  index                  dt         i        o   idiff  odiff      idiff_ph   odiff_ph         iz        oz     cumiz     cumoz
